"predictions"
-4.62517727499675
-2.41797528450879
-2.41797528450879
-5.94949846928953
-0.210773294020819
-6.83237926548472
-8.5981408578751
-2.85941568260638
-0.652213692118412
-2.85941568260638
-1.97653488641119
-5.50805807119194
-11.2467832464607
-5.06661767309435
-2.85941568260638
-3.74229647880157
-5.06661767309435
-4.62517727499675
-1.09365409021601
-3.74229647880157
-1.97653488641119
-2.41797528450879
-5.06661767309435
-0.652213692118412
-1.09365409021601
-1.97653488641119
-4.62517727499675
-1.09365409021601
-6.83237926548472
-5.94949846928953
-5.06661767309435
0.230667104076775
-3.30085608070397
-0.652213692118412
-2.41797528450879
-0.210773294020819
-3.30085608070397
-2.41797528450879
-6.39093886738713
-5.94949846928953
-7.27381966358231
-1.5350944883136
-10.3639024502655
-9.48102165407028
-5.50805807119194
-7.27381966358231
-0.652213692118412
-8.1567004597775
-11.2467832464607
-4.18373687689916
-8.5981408578751
-1.5350944883136
-1.09365409021601
-5.50805807119194
-4.62517727499675
